item_id,product_name,category,date,quantity,month,year,day_of_week,is_weekend,season
101,"Shuttlecock Li-Ning A+300",Peralatan,2025-02-06,72,2,2025,4,0,winter
107,"Handuk Mikrofiber Nabaiji",Aksesoris,2025-02-06,50,2,2025,4,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-02-07,95,2,2025,5,0,winter
94,"Jersey Mills",Pakaian,2025-02-07,45,2,2025,5,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2025-02-07,22,2,2025,5,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-02-08,99,2,2025,6,1,winter
92,"Sepatu Bola Ortus",Sepatu,2025-02-08,25,2,2025,6,1,winter
102,"Grip Raket Victor GR200",Aksesoris,2025-02-09,99,2,2025,0,1,winter
109,"Sepatu Badminton Victor A970",Sepatu,2025-02-09,15,2,2025,0,1,winter
110,"Tas Raket Lining",Aksesoris,2025-02-09,10,2,2025,0,1,winter
98,"Sepatu Lari Mills",Sepatu,2025-02-10,25,2,2025,1,0,winter
115,"Jaket Parasut Eiger Windproof",Pakaian,2025-02-10,20,2,2025,1,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-02-10,95,2,2025,1,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-02-11,88,2,2025,2,0,winter
94,"Jersey Mills",Pakaian,2025-02-11,60,2,2025,2,0,winter
106,"Celana Bola Adidas Squadra",Pakaian,2025-02-11,30,2,2025,2,0,winter
92,"Sepatu Bola Ortus",Sepatu,2025-02-12,22,2,2025,3,0,winter
108,"Pompa Bola Tiento",Peralatan,2025-02-12,18,2,2025,3,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-02-13,96,2,2025,4,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2025-02-13,20,2,2025,4,0,winter
104,"Baju Lari Nike Dri-Fit",Pakaian,2025-02-13,30,2,2025,4,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-02-14,92,2,2025,5,0,winter
98,"Sepatu Lari Mills",Sepatu,2025-02-14,28,2,2025,5,0,winter
100,"Raket Badminton Yonex Astrox 99",Peralatan,2025-02-14,6,2,2025,5,0,winter
94,"Jersey Mills",Pakaian,2025-02-15,55,2,2025,6,1,winter
93,"Kaos Kaki Avo",Aksesoris,2025-02-15,94,2,2025,6,1,winter
112,"Sepatu Basket Adidas Harden Vol. 8",Sepatu,2025-02-15,12,2,2025,6,1,winter
92,"Sepatu Bola Ortus",Sepatu,2025-02-16,25,2,2025,0,1,winter
102,"Grip Raket Victor GR200",Aksesoris,2025-02-16,99,2,2025,0,1,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-02-17,89,2,2025,1,0,winter
99,"Topi Lari Adidas Aeroready",Aksesoris,2025-02-17,25,2,2025,1,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-02-17,95,2,2025,1,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2025-02-18,22,2,2025,2,0,winter
94,"Jersey Mills",Pakaian,2025-02-18,50,2,2025,2,0,winter
116,"Matras Yoga Kettler",Peralatan,2025-02-18,15,2,2025,2,0,winter
98,"Sepatu Lari Mills",Sepatu,2025-02-19,30,2,2025,3,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-02-19,98,2,2025,3,0,winter
117,"Tali Skipping Reebok",Peralatan,2025-02-19,28,2,2025,3,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-02-20,93,2,2025,4,0,winter
92,"Sepatu Bola Ortus",Sepatu,2025-02-20,20,2,2025,4,0,winter
119,"Baju Renang Arena Carbon-Glide",Pakaian,2025-02-20,5,2,2025,4,0,winter
94,"Jersey Mills",Pakaian,2025-02-21,65,2,2025,5,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-02-21,99,2,2025,5,0,winter
120,"Kacamata Renang Speedo Fastskin",Peralatan,2025-02-21,10,2,2025,5,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2025-02-22,25,2,2025,6,1,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-02-22,95,2,2025,6,1,winter
113,"Legging Olahraga CoreNation",Pakaian,2025-02-22,22,2,2025,6,1,winter
93,"Kaos Kaki Avo",Aksesoris,2025-02-23,99,2,2025,0,1,winter
98,"Sepatu Lari Mills",Sepatu,2025-02-23,25,2,2025,0,1,winter
114,"Sarung Tangan Kiper Specs Illuzion",Aksesoris,2025-02-23,15,2,2025,0,1,winter
94,"Jersey Mills",Pakaian,2025-02-24,55,2,2025,1,0,winter
92,"Sepatu Bola Ortus",Sepatu,2025-02-24,28,2,2025,1,0,winter
121,"Dumbbell Set 2kg Agnite",Peralatan,2025-02-24,25,2,2025,1,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-02-25,97,2,2025,2,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-02-25,97,2,2025,2,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2025-02-25,20,2,2025,2,0,winter
94,"Jersey Mills",Pakaian,2025-02-26,60,2,2025,3,0,winter
98,"Sepatu Lari Mills",Sepatu,2025-02-26,30,2,2025,3,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-02-27,98,2,2025,4,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-02-27,99,2,2025,4,0,winter
92,"Sepatu Bola Ortus",Sepatu,2025-02-28,35,2,2025,5,0,winter
94,"Jersey Mills",Pakaian,2025-02-28,70,2,2025,5,0,winter
102,"Grip Raket Victor GR200",Aksesoris,2025-02-28,9,2,2025,5,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2025-03-01,25,3,2025,6,1,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-03-01,85,3,2025,6,1,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-01,90,3,2025,6,1,spring
94,"Jersey Mills",Pakaian,2025-03-01,60,3,2025,6,1,spring
92,"Sepatu Bola Ortus",Sepatu,2025-03-02,30,3,2025,0,1,spring
104,"Baju Lari Nike Dri-Fit",Pakaian,2025-03-02,40,3,2025,0,1,spring
102,"Grip Raket Victor GR200",Aksesoris,2025-03-02,95,3,2025,0,1,spring
98,"Sepatu Lari Mills",Sepatu,2025-03-03,30,3,2025,1,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-03,70,3,2025,1,0,spring
96,"Bola Futsal Specs Mador",Peralatan,2025-03-03,20,3,2025,1,0,spring
94,"Jersey Mills",Pakaian,2025-03-04,50,3,2025,2,0,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-03-04,75,3,2025,2,0,spring
105,"Botol Minum Eiger Hydro",Aksesoris,2025-03-04,45,3,2025,2,0,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-03-05,20,3,2025,3,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-05,80,3,2025,3,0,spring
103,"Dekker Pelindung Kaki Nike Charge",Aksesoris,2025-03-05,30,3,2025,3,0,spring
92,"Sepatu Bola Ortus",Sepatu,2025-03-06,25,3,2025,4,0,spring
101,"Shuttlecock Li-Ning A+300",Peralatan,2025-03-06,60,3,2025,4,0,spring
107,"Handuk Mikrofiber Nabaiji",Aksesoris,2025-03-06,55,3,2025,4,0,spring
98,"Sepatu Lari Mills",Sepatu,2025-03-07,28,3,2025,5,0,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-03-07,80,3,2025,5,0,spring
94,"Jersey Mills",Pakaian,2025-03-07,48,3,2025,5,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-08,85,3,2025,6,1,spring
109,"Sepatu Badminton Victor A970",Sepatu,2025-03-08,15,3,2025,6,1,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-03-09,22,3,2025,0,1,spring
102,"Grip Raket Victor GR200",Aksesoris,2025-03-09,90,3,2025,0,1,spring
115,"Jaket Parasut Eiger Windproof",Pakaian,2025-03-09,20,3,2025,0,1,spring
92,"Sepatu Bola Ortus",Sepatu,2025-03-10,30,3,2025,1,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-10,70,3,2025,1,0,spring
106,"Celana Bola Adidas Squadra",Pakaian,2025-03-10,38,3,2025,1,0,spring
94,"Jersey Mills",Pakaian,2025-03-11,65,3,2025,2,0,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-03-11,65,3,2025,2,0,spring
108,"Pompa Bola Tiento",Peralatan,2025-03-11,22,3,2025,2,0,spring
98,"Sepatu Lari Mills",Sepatu,2025-03-12,25,3,2025,3,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-12,75,3,2025,3,0,spring
99,"Topi Lari Adidas Aeroready",Aksesoris,2025-03-12,28,3,2025,3,0,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-03-13,20,3,2025,4,0,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-03-13,80,3,2025,4,0,spring
104,"Baju Lari Nike Dri-Fit",Pakaian,2025-03-13,30,3,2025,4,0,spring
92,"Sepatu Bola Ortus",Sepatu,2025-03-14,28,3,2025,5,0,spring
94,"Jersey Mills",Pakaian,2025-03-14,50,3,2025,5,0,spring
100,"Raket Badminton Yonex Astrox 99",Peralatan,2025-03-14,8,3,2025,5,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-15,90,3,2025,6,1,spring
98,"Sepatu Lari Mills",Sepatu,2025-03-15,30,3,2025,6,1,spring
111,"Bola Basket Spalding TF-150",Peralatan,2025-03-15,18,3,2025,6,1,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-03-16,85,3,2025,0,1,spring
112,"Sepatu Basket Adidas Harden Vol. 8",Sepatu,2025-03-16,10,3,2025,0,1,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-03-17,25,3,2025,1,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-17,80,3,2025,1,0,spring
113,"Legging Olahraga CoreNation",Pakaian,2025-03-17,28,3,2025,1,0,spring
94,"Jersey Mills",Pakaian,2025-03-18,60,3,2025,2,0,spring
92,"Sepatu Bola Ortus",Sepatu,2025-03-18,25,3,2025,2,0,spring
116,"Matras Yoga Kettler",Peralatan,2025-03-18,18,3,2025,2,0,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-03-19,70,3,2025,3,0,spring
98,"Sepatu Lari Mills",Sepatu,2025-03-19,28,3,2025,3,0,spring
117,"Tali Skipping Reebok",Peralatan,2025-03-19,30,3,2025,3,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-20,95,3,2025,4,0,spring
119,"Baju Renang Arena Carbon-Glide",Pakaian,2025-03-20,6,3,2025,4,0,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-03-20,20,3,2025,4,0,spring
94,"Jersey Mills",Pakaian,2025-03-21,55,3,2025,5,0,spring
102,"Grip Raket Victor GR200",Aksesoris,2025-03-21,85,3,2025,5,0,spring
120,"Kacamata Renang Speedo Fastskin",Peralatan,2025-03-21,12,3,2025,5,0,spring
92,"Sepatu Bola Ortus",Sepatu,2025-03-22,30,3,2025,6,1,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-22,80,3,2025,6,1,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-03-23,75,3,2025,0,1,spring
98,"Sepatu Lari Mills",Sepatu,2025-03-23,25,3,2025,0,1,spring
110,"Tas Raket Lining",Aksesoris,2025-03-23,15,3,2025,0,1,spring
94,"Jersey Mills",Pakaian,2025-03-24,60,3,2025,1,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-24,75,3,2025,1,0,spring
121,"Dumbbell Set 2kg Agnite",Peralatan,2025-03-24,28,3,2025,1,0,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-03-25,22,3,2025,2,0,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-03-25,65,3,2025,2,0,spring
114,"Sarung Tangan Kiper Specs Illuzion",Aksesoris,2025-03-25,16,3,2025,2,0,spring
92,"Sepatu Bola Ortus",Sepatu,2025-03-26,28,3,2025,3,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-26,90,3,2025,3,0,spring
98,"Sepatu Lari Mills",Sepatu,2025-03-27,30,3,2025,4,0,spring
94,"Jersey Mills",Pakaian,2025-03-27,55,3,2025,4,0,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-03-28,80,3,2025,5,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-28,95,3,2025,5,0,spring
92,"Sepatu Bola Ortus",Sepatu,2025-03-29,35,3,2025,6,1,spring
94,"Jersey Mills",Pakaian,2025-03-29,70,3,2025,6,1,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-03-30,25,3,2025,0,1,spring
93,"Kaos Kaki Avo",Aksesoris,2025-03-30,80,3,2025,0,1,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-03-31,90,3,2025,1,0,spring
98,"Sepatu Lari Mills",Sepatu,2025-03-31,35,3,2025,1,0,spring
118,Piala,Aksesoris,2025-03-31,50,3,2025,1,0,spring
94,"Jersey Mills",Pakaian,2025-04-01,30,4,2025,2,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-04-01,72,4,2025,2,0,spring
96,"Bola Futsal Specs Mador",Peralatan,2025-04-01,15,4,2025,2,0,spring
100,"Raket Badminton Yonex Astrox 99",Peralatan,2025-04-01,8,4,2025,2,0,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-04-01,12,4,2025,2,0,spring
102,"Grip Raket Victor GR200",Aksesoris,2025-04-01,80,4,2025,2,0,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-04-02,18,4,2025,3,0,spring
103,"Dekker Pelindung Kaki Nike Charge",Aksesoris,2025-04-02,20,4,2025,3,0,spring
98,"Sepatu Lari Mills",Sepatu,2025-04-02,15,4,2025,3,0,spring
92,"Sepatu Bola Ortus",Sepatu,2025-04-02,20,4,2025,3,0,spring
109,"Sepatu Badminton Victor A970",Sepatu,2025-04-02,10,4,2025,3,0,spring
92,"Sepatu Bola Ortus",Sepatu,2025-04-03,22,4,2025,4,0,spring
105,"Botol Minum Eiger Hydro",Aksesoris,2025-04-03,24,4,2025,4,0,spring
114,"Sarung Tangan Kiper Specs Illuzion",Aksesoris,2025-04-03,12,4,2025,4,0,spring
98,"Sepatu Lari Mills",Sepatu,2025-04-04,20,4,2025,5,0,spring
110,"Tas Raket Lining",Aksesoris,2025-04-04,10,4,2025,5,0,spring
94,"Jersey Mills",Pakaian,2025-04-05,35,4,2025,6,1,spring
116,"Matras Yoga Kettler",Peralatan,2025-04-05,12,4,2025,6,1,spring
94,"Jersey Mills",Pakaian,2025-04-06,25,4,2025,0,1,spring
93,"Kaos Kaki Avo",Aksesoris,2025-04-06,60,4,2025,0,1,spring
92,"Sepatu Bola Ortus",Sepatu,2025-04-07,15,4,2025,1,0,spring
94,"Jersey Mills",Pakaian,2025-04-07,40,4,2025,1,0,spring
115,"Jaket Parasut Eiger Windproof",Pakaian,2025-04-08,15,4,2025,2,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-04-08,65,4,2025,2,0,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-04-09,14,4,2025,3,0,spring
92,"Sepatu Bola Ortus",Sepatu,2025-04-09,17,4,2025,3,0,spring
107,"Handuk Mikrofiber Nabaiji",Aksesoris,2025-04-10,30,4,2025,4,0,spring
98,"Sepatu Lari Mills",Sepatu,2025-04-10,13,4,2025,4,0,spring
113,"Legging Olahraga CoreNation",Pakaian,2025-04-11,18,4,2025,5,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-04-11,48,4,2025,5,0,spring
121,"Dumbbell Set 2kg Agnite",Peralatan,2025-04-12,12,4,2025,6,1,spring
94,"Jersey Mills",Pakaian,2025-04-12,30,4,2025,6,1,spring
98,"Sepatu Lari Mills",Sepatu,2025-04-13,22,4,2025,0,1,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-04-13,55,4,2025,0,1,spring
92,"Sepatu Bola Ortus",Sepatu,2025-04-14,13,4,2025,1,0,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-04-14,17,4,2025,1,0,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-04-15,90,4,2025,2,0,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-04-15,14,4,2025,2,0,spring
92,"Sepatu Bola Ortus",Sepatu,2025-04-16,12,4,2025,3,0,spring
98,"Sepatu Lari Mills",Sepatu,2025-04-16,19,4,2025,3,0,spring
98,"Sepatu Lari Mills",Sepatu,2025-04-17,21,4,2025,4,0,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-04-17,65,4,2025,4,0,spring
92,"Sepatu Bola Ortus",Sepatu,2025-04-18,10,4,2025,5,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-04-18,58,4,2025,5,0,spring
98,"Sepatu Lari Mills",Sepatu,2025-04-19,18,4,2025,6,1,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-04-19,45,4,2025,6,1,spring
92,"Sepatu Bola Ortus",Sepatu,2025-04-20,13,4,2025,0,1,spring
93,"Kaos Kaki Avo",Aksesoris,2025-04-20,55,4,2025,0,1,spring
119,"Baju Renang Arena Carbon-Glide",Pakaian,2025-04-21,4,4,2025,1,0,spring
118,Piala,Aksesoris,2025-04-21,18,4,2025,1,0,spring
94,"Jersey Mills",Pakaian,2025-04-22,30,4,2025,2,0,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-04-22,12,4,2025,2,0,spring
108,"Pompa Bola Tiento",Peralatan,2025-04-23,20,4,2025,3,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-04-23,45,4,2025,3,0,spring
94,"Jersey Mills",Pakaian,2025-04-24,22,4,2025,4,0,spring
118,Piala,Aksesoris,2025-04-24,14,4,2025,4,0,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-04-25,85,4,2025,5,0,spring
94,"Jersey Mills",Pakaian,2025-04-25,28,4,2025,5,0,spring
118,Piala,Aksesoris,2025-04-26,11,4,2025,6,1,spring
93,"Kaos Kaki Avo",Aksesoris,2025-04-26,52,4,2025,6,1,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-04-27,80,4,2025,0,1,spring
118,Piala,Aksesoris,2025-04-27,10,4,2025,0,1,spring
117,"Tali Skipping Reebok",Peralatan,2025-04-28,15,4,2025,1,0,spring
94,"Jersey Mills",Pakaian,2025-04-28,25,4,2025,1,0,spring
97,"Sepatu Futsal LS Reborn",Sepatu,2025-04-29,17,4,2025,2,0,spring
93,"Kaos Kaki Avo",Aksesoris,2025-04-29,45,4,2025,2,0,spring
118,Piala,Aksesoris,2025-04-30,16,4,2025,3,0,spring
95,"Tali Sepatu KipzKapz",Aksesoris,2025-04-30,60,4,2025,3,0,spring
